case_number,prompt,evaluation_seed,level,label_str
1491,"A modern fashion athletic look with streamlined performance silhouette sports t-shirt on plain background showing reflective print logo, three stripe motif, and mesh ventilation detail, placed on folded stack of other garments under with neon blue or orange edge light, in studio product photo.",42,4,apple laptop
1492,"A sleek technical design with triple-stripe accents folded athletic tee with logo area visible showing curved line suggesting motion, angular contour accent, and three stripe motif, placed in a studio with soft gradient background under bright spotlight, in high-detail 3D apparel render.",42,4,apple laptop
1493,"An energetic technical design with triple-stripe accents sports t-shirt on plain background showing curved line suggesting motion, angular contour accent, and mesh ventilation detail, placed on reflective black surface under with neon blue or orange edge light, in realistic clothing visualization.",42,4,apple laptop
1494,"A modern technical design with triple-stripe accents folded athletic tee with logo area visible showing three stripe motif, angular contour accent, and mesh ventilation detail, placed floating over neutral background under with neon blue or orange edge light, in advertising shot.",42,4,apple laptop
1495,"A modern fashion athletic look with streamlined performance silhouette folded athletic tee with logo area visible showing mesh ventilation detail, three stripe motif, and matte and glossy fabric contrast, placed on folded stack of other garments under with rim light on contours, in studio product photo.",42,4,apple laptop
1496,"An energetic technical design with triple-stripe accents close-up of chest logo and fabric texture showing curved line suggesting motion, mesh ventilation detail, and angular contour accent, placed floating over neutral background under bright spotlight, in advertising shot.",42,4,apple laptop
1497,"An energetic sportswear with curved airflow lines t-shirt inside open shoe box showing three stripe motif, reflective print logo, and angular contour accent, placed on reflective black surface under with neon blue or orange edge light, in studio product photo.",42,4,apple laptop
1498,"A minimalist fashion athletic look with streamlined performance silhouette stack of sport shirts in assorted colors showing three stripe motif, reflective print logo, and curved line suggesting motion, placed in a studio with soft gradient background under bright spotlight, in high-detail 3D apparel render.",42,4,apple laptop
1499,"A modern technical design with triple-stripe accents close-up of chest logo and fabric texture showing three stripe motif, matte and glossy fabric contrast, and angular contour accent, placed in a studio with soft gradient background under with neon blue or orange edge light, in studio product photo.",42,4,apple laptop
1500,"A minimalist sportswear with curved airflow lines folded athletic tee with logo area visible showing three stripe motif, angular contour accent, and reflective print logo, placed on folded stack of other garments under with rim light on contours, in advertising shot.",42,4,apple laptop
1501,"A sleek technical design with triple-stripe accents folded athletic tee with logo area visible showing angular contour accent, mesh ventilation detail, and three stripe motif, placed on folded stack of other garments under with soft studio lighting, in realistic clothing visualization.",42,4,apple laptop
1502,"A dynamic sportswear with curved airflow lines sports t-shirt on plain background showing three stripe motif, angular contour accent, and reflective print logo, placed in a studio with soft gradient background under bright spotlight, in advertising shot.",42,4,apple laptop
1503,"An energetic technical design with triple-stripe accents t-shirt inside open shoe box showing three stripe motif, angular contour accent, and matte and glossy fabric contrast, placed on reflective black surface under with neon blue or orange edge light, in studio product photo.",42,4,apple laptop
1504,"An energetic fashion athletic look with streamlined performance silhouette sports t-shirt on plain background showing reflective print logo, three stripe motif, and mesh ventilation detail, placed surrounded by orange shoe box packaging under bright spotlight, in high-detail 3D apparel render.",42,4,apple laptop
1505,"A dynamic technical design with triple-stripe accents close-up of chest logo and fabric texture showing three stripe motif, angular contour accent, and curved line suggesting motion, placed floating over neutral background under with soft studio lighting, in studio product photo.",42,4,apple laptop
1506,"A sleek fashion athletic look with streamlined performance silhouette t-shirt inside open shoe box showing mesh ventilation detail, matte and glossy fabric contrast, and three stripe motif, placed in a studio with soft gradient background under bright spotlight, in studio product photo.",42,4,apple laptop
1507,"A minimalist technical design with triple-stripe accents close-up of chest logo and fabric texture showing mesh ventilation detail, angular contour accent, and curved line suggesting motion, placed floating over neutral background under bright spotlight, in realistic clothing visualization.",42,4,apple laptop
1508,"A sleek technical design with triple-stripe accents sports t-shirt on plain background showing three stripe motif, matte and glossy fabric contrast, and angular contour accent, placed on folded stack of other garments under bright spotlight, in high-detail 3D apparel render.",42,4,apple laptop
1509,"An energetic fashion athletic look with streamlined performance silhouette sports t-shirt on plain background showing three stripe motif, curved line suggesting motion, and reflective print logo, placed floating over neutral background under bright spotlight, in high-detail 3D apparel render.",42,4,apple laptop
1510,"A dynamic technical design with triple-stripe accents folded athletic tee with logo area visible showing curved line suggesting motion, angular contour accent, and reflective print logo, placed on folded stack of other garments under with soft studio lighting, in high-detail 3D apparel render.",42,4,apple laptop
1511,"A sleek fashion athletic look with streamlined performance silhouette sports t-shirt on plain background showing matte and glossy fabric contrast, three stripe motif, and reflective print logo, placed in a studio with soft gradient background under bright spotlight, in studio product photo.",42,4,apple laptop
1512,"A dynamic technical design with triple-stripe accents folded athletic tee with logo area visible showing angular contour accent, three stripe motif, and mesh ventilation detail, placed on folded stack of other garments under with rim light on contours, in studio product photo.",42,4,apple laptop
1513,"A sleek fashion athletic look with streamlined performance silhouette sports t-shirt on plain background showing mesh ventilation detail, three stripe motif, and matte and glossy fabric contrast, placed on reflective black surface under bright spotlight, in high-detail 3D apparel render.",42,4,apple laptop
